http://52.168.34.57/ddrive1116/Production/current_image_data_path/11475380634473-Anouk-Women-Kurtas-4451475380634282-1.jpg;;;straight;all-over-print;calf_length;regular-sleeves;key hole neckline;Straight;long-sleeves;no_slit;Checked;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11519448915412-Libas-Women-Beige-Solid-Straight-Kurta-4971519448915303-1.jpg;;;straight;placement-print;calf_length;roll-up-sleeves;mandarin collar;Straight;short-sleeves;no_slit;Solid;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11515128154000-AKS-Women-Navy--Red-Printed-Layered-A-Line-Kurta-5971515128153902-1.jpg;;;flared;all-over-print;ankle_length;no-sleeves;mandarin collar;Straight;sleeveless;front_slit;Geometric;Layered
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11517209808099-Shree-Women-Blue-Printed-Straight-Kurta-3011517209808017-1.jpg;;;straight;all-over-print;calf_length;regular-sleeves;mandarin collar;Straight;three-fourth-sleeves;no_slit;Floral;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11444637425258-Cenizas-Yellow-Printed-Kurta-1311444637424901-1.jpg;;;straight;all-over-print;ankle_length;regular-sleeves;square neck;Straight;long-sleeves;no_slit;Ethnic Motifs;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11490611591005-Ives-Women-Kurtas-9161490611590816-1.jpg;;;flared;all-over-print;calf_length;cap-sleeves;boat neck;Straight;short-sleeves;no_slit;Abstract;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11514968146090-Pannkh-Women-Orange-Printed-A-Line-Kurta-8691514968145894-1.jpg;;;curved;all-over-print;Short Length;regular-sleeves;square neck;A_Line;short-sleeves;no_slit;Embellished;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11456982346488-Uptown-Galeria-Red-Printed-Kurta-7831456982346200-1.jpg;;;straight;all-over-print;calf_length;regular-sleeves;v-neck;Straight;three-fourth-sleeves;no_slit;Ethnic Motifs;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11513762790927-Round-Neck-Half-N-Half-Printed-Kurta-With-Short-Sleeves-3751513762790887-1.jpg;;;flared;placement-print;knee_length;regular-sleeves;cowl neck;Straight;short-sleeves;no_slit;Ethnic Motifs;Tiered
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11507711633786-Varanga-Women-Coral-Printed-A-Line-Kurta-131507711633601-1.jpg;;;flared;all-over-print;calf_length;regular-sleeves;mandarin collar;Anarkali;long-sleeves;no_slit;Chevron;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11480402868839-Evam-Women-Kurtas-201480402868700-1.jpg;;;straight;all-over-print;knee_length;no-sleeves;boat neck;Straight;sleeveless;no_slit;Ethnic Motifs;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11462788787479-AKKRITI-BY-PANTALOONS-Women-Tunics-5281462788787190-1.jpg;;;high-low;placement-print;Short Length;roll-up-sleeves;mandarin collar;A_Line;three-fourth-sleeves;no_slit;Embellished;Empire
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11512108108203-AURELIA-Women-White-Checked-Straight-Kurta-8651512108108114-1.jpg;;;straight;all-over-print;calf_length;regular-sleeves;mandarin collar;Straight;three-fourth-sleeves;no_slit;Checked;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11491300642069-Moda-Rapido-Women-Cream-Printed-Straight-Kurta-8561491300641930-1.jpg;;;straight;placement-print;knee_length;no-sleeves;round neck;Straight;sleeveless;no_slit;Abstract;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11517982610587-Jashn-grey-floral-print-crepe-kurti-6591517982610359-1.jpg;;;straight;all-over-print;knee_length;roll-up-sleeves;shirt collar;A_Line;short-sleeves;no_slit;Ethnic Motifs;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11519886579588-W-Women-Yellow--Navy-Blue-Printed-A-Line-Kurta-9391519886579435-1.jpg;;;flared;all-over-print;calf_length;regular-sleeves;mandarin collar;Anarkali;long-sleeves;front_slit;Floral;Layered
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11519298073425-Ishin-Rayon-Brown-Printed-Party-Wear-New-Collection-Womens-A-line-KurtaKurti-4731519298073195-1.jpg;;;flared;all-over-print;calf_length;roll-up-sleeves;mandarin collar;A_Line;three-fourth-sleeves;multiple_slits;Ethnic Motifs;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11475319330738-Anouk-Women-Kurtas-8641475319330540-1.jpg;;;curved;placement-print;Short Length;regular-sleeves;boat neck;Straight;three-fourth-sleeves;no_slit;Embellished;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11518416425000-NA-4061518416424821-1.jpg;;;flared;placement-print;calf_length;no-sleeves;round neck;Straight;sleeveless;no_slit;Solid;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11484046458341-Libas-Women-Blue-Printed-Straight-Kurta-8691484046458246-1.jpg;;;straight;placement-print;calf_length;regular-sleeves;key hole neckline;Straight;three-fourth-sleeves;no_slit;Tribal;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11480413084461-AND-Women-Tunics-1071480413083693-1.jpg;;;straight;placement-print;knee_length;no-sleeves;boat neck;Straight;sleeveless;no_slit;Solid;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11516685615468-AURELIA-Women-Navy-Blue--White-Woven-Design-Straight-Kurta-1751516685615343-1.jpg;;;straight;placement-print;calf_length;roll-up-sleeves;round neck;Straight;three-fourth-sleeves;no_slit;Solid;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11480315814853-Azira-Women-Kurtas-921480315814686-1.jpg;;;high-low;all-over-print;calf_length;regular-sleeves;v-neck;A_Line;three-fourth-sleeves;no_slit;Geometric;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11460454858271-Rain--Rainbow-Green--Brown-Printed-Kurta-4201460454857459-1.jpg;;;flared;all-over-print;Short Length;no-sleeves;key hole neckline;Straight;sleeveless;multiple_slits;Ethnic Motifs;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11516599119003-Shiloh-Women-Multicolor-Rayon-Colourblocked-Embroidered-Straight-Kurta-5711516599118844-1.jpg;;;straight;placement-print;knee_length;regular-sleeves;sweetheart neck;Straight;long-sleeves;front_slit;Solid;Tiered
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11518154926661-Evam-Women-Kurtas-5591518154926491-1.jpg;;;flared;placement-print;calf_length;regular-sleeves;mandarin collar;A_Line;three-fourth-sleeves;front_slit;Ethnic Motifs;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11515388781063-Mytri-Womens-Red--Yellow-Cambric-Printed-Anarkali-Kurta-8811515388780964-1.jpg;;;flared;placement-print;calf_length;regular-sleeves;round neck;A_Line;long-sleeves;no_slit;Ethnic Motifs;Empire
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11519456318195-Karigari-Women-Kurtas-5821519456318055-1.jpg;;;flared;placement-print;knee_length;no-sleeves;key hole neckline;Straight;sleeveless;front_slit;Colourblocked;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11510987500510-na-7741510987500319-1.jpg;;;flared;all-over-print;ankle_length;regular-sleeves;round neck;A_Line;three-fourth-sleeves;front_slit;Ethnic Motifs;High Slit
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11508828139755-Vaamsi-Women-Kurtas-2171508828139581-1.jpg;;;straight;all-over-print;knee_length;cap-sleeves;round neck;Straight;short-sleeves;front_slit;Abstract;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11511781170854-AURELIA-Women-Red-Woven-Design-Straight-Kurta-7661511781170756-1.jpg;;;straight;placement-print;calf_length;regular-sleeves;mandarin collar;Straight;three-fourth-sleeves;front_slit;Ethnic Motifs;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/Span-Women-Off-White-Kurta_c9fa043932d09277323788faa6b24f5a_images.jpg;;;straight;all-over-print;Short Length;regular-sleeves;v-neck;A_Line;three-fourth-sleeves;no_slit;Solid;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11501851344753-Anouk-Women-Multicoloured-Checked-A-Line-Kurta-8421501851344564-1.jpg;;;high-low;all-over-print;knee_length;regular-sleeves;round neck;A_Line;three-fourth-sleeves;no_slit;Checked;Tiered
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11519367627489-Cotton-Viscose-Hand-Block-Printed-Cowl-Kurta-6271519367627304-1.jpg;;;asymmetric;placement-print;calf_length;regular-sleeves;mandarin collar;A_Line;short-sleeves;no_slit;Solid;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11518769742038-Bhama-Couture-Women-Off-White--Off-White-Embroidered-Anarkali-Kurta-871518769741880-1.jpg;;;flared;placement-print;calf_length;regular-sleeves;boat neck;Anarkali;three-fourth-sleeves;no_slit;Floral;Regular
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11517909912220-Libas-Women-Kurtas-7431517909912123-1.jpg;;;curved;solid;knee_length;regular-sleeves;mandarin collar;A_Line;three-fourth-sleeves;front_slit;Solid;Tiered
http://52.168.34.57/ddrive1116/Production/current_image_data_path/11490080007168-Kurtis-by-Menka-Women-Kurtas-4151490080007088-1.jpg;;;straight;all-over-print;calf_length;roll-up-sleeves;mandarin collar;Straight;three-fourth-sleeves;no_slit;Abstract;Tiered
